date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,visibility,vapor_pressure_deficit,city
2022-08-23,26.108333333333334,49.77916666666667,403.75,29.608333333333334,28.145833333333332,70.66666666666667,97.625,32.11666666666667,54.083333333333336,21.320833333333333,33.479166666666664,0.0,0.0,19.291666666666668,23.625,114.375,24140.0,2.282083333333333,Delhi
2022-08-24,30.741666666666664,51.699999999999996,594.25,39.81666666666667,37.99166666666667,57.333333333333336,77.58333333333333,30.791666666666668,59.333333333333336,21.78333333333333,33.395833333333336,0.020833333333333332,0.0,58.458333333333336,15.629166666666668,128.625,23397.5,1.85375,Delhi
2022-08-25,57.775,87.28750000000001,1234.0833333333333,61.737500000000004,58.487500000000004,76.45833333333333,119.91666666666667,32.36666666666667,51.75,20.716666666666665,35.65,0.0,0.0,56.625,8.745833333333334,162.91666666666666,24140.0,2.4620833333333336,Delhi
2022-08-26,52.98333333333333,89.01666666666667,900.5416666666666,47.21666666666667,49.12083333333334,58.375,154.91666666666666,33.079166666666666,49.625,20.908333333333335,35.895833333333336,0.075,0.0,41.375,11.254166666666668,289.0833333333333,22734.166666666668,2.60125,Delhi
2022-08-27,36.829166666666666,72.96249999999999,410.9583333333333,33.61666666666667,40.92916666666667,56.958333333333336,108.08333333333333,33.041666666666664,48.875,20.625,35.09166666666667,0.0,0.0,52.25,15.5375,307.7916666666667,24140.0,2.6254166666666667,Delhi
2022-08-28,37.795833333333334,75.05416666666666,669.4166666666666,40.362500000000004,26.150000000000002,49.833333333333336,105.0,32.954166666666666,47.708333333333336,20.279166666666665,35.475,0.0,0.0,78.83333333333333,10.658333333333333,292.2916666666667,24140.0,2.6508333333333334,Delhi
2022-08-29,57.22083333333333,99.5125,1016.1666666666666,60.475,46.887499999999996,63.583333333333336,125.125,33.420833333333334,46.083333333333336,19.8875,36.6875,0.15,0.004166666666666667,79.875,5.508333333333333,191.70833333333334,22844.166666666668,2.859583333333333,Delhi
2022-08-30,84.52499999999999,132.9,1372.9166666666667,91.46666666666665,72.16250000000001,72.375,163.66666666666666,33.333333333333336,51.708333333333336,21.575,37.541666666666664,0.23750000000000002,0.0,51.833333333333336,5.504166666666666,230.5,22653.333333333332,2.59,Delhi
2022-08-31,53.354166666666664,84.88333333333334,1110.2083333333333,56.27916666666667,38.68333333333333,64.16666666666667,145.625,34.525,46.0,21.029166666666665,38.19166666666667,0.07083333333333335,0.0,66.16666666666667,6.020833333333333,224.625,23993.333333333332,3.0066666666666664,Delhi
2022-09-01,65.68333333333334,109.99166666666667,1305.8333333333333,44.8375,63.125,56.25,154.125,33.875,48.833333333333336,21.308333333333334,37.824999999999996,0.029166666666666664,0.0,87.29166666666667,4.033333333333333,145.91666666666666,24072.5,2.7670833333333333,Delhi
2022-09-02,71.02083333333333,114.65833333333335,1307.875,48.57916666666667,79.79166666666667,61.25,157.125,34.766666666666666,44.458333333333336,20.25,37.94583333333333,0.004166666666666667,0.004166666666666667,78.16666666666667,7.116666666666667,230.66666666666666,24140.0,3.220833333333333,Delhi
2022-09-03,51.59583333333333,88.49166666666667,1514.8333333333333,45.104166666666664,40.94166666666667,48.166666666666664,152.54166666666666,35.12083333333333,38.958333333333336,18.429166666666667,36.829166666666666,0.0,0.0,7.458333333333333,11.879166666666668,253.0,24140.0,3.5820833333333333,Delhi
2022-09-04,39.55,72.19583333333334,1079.2916666666667,45.74583333333334,28.754166666666666,44.041666666666664,124.16666666666667,35.420833333333334,35.625,17.554166666666667,36.737500000000004,0.0,0.0,1.9583333333333333,11.591666666666667,237.16666666666666,24140.0,3.7925,Delhi
2022-09-05,43.59166666666667,79.37083333333334,1228.2916666666667,47.51666666666667,43.09166666666667,54.041666666666664,94.29166666666667,35.09166666666667,35.416666666666664,17.291666666666668,36.74166666666667,0.0,0.0,11.083333333333334,8.674999999999999,248.875,24140.0,3.7108333333333334,Delhi
2022-09-06,91.47083333333335,146.37916666666666,3095.2916666666665,81.33333333333333,93.37916666666666,58.583333333333336,163.375,34.770833333333336,36.958333333333336,17.579166666666666,36.425000000000004,0.0,0.0,7.75,9.575,247.875,24140.0,3.5812500000000003,Delhi
2022-09-07,79.78333333333333,129.94166666666666,1988.8333333333333,70.00833333333334,78.94166666666666,75.20833333333333,164.95833333333334,34.9,38.166666666666664,17.958333333333332,37.09583333333333,0.0,0.0,0.0,7.329166666666667,163.875,24140.0,3.5866666666666664,Delhi
